metabolite	subsystem
4ppan_c	CoA synthesis
4ppan_c	CoA synthesis
4ppan_c	CoA synthesis
4ppcys_c	CoA synthesis
4ppcys_c	CoA catabolism
4ppcys_c	CoA synthesis
4ppcys_c	CoA synthesis
4ppcys_m	CoA synthesis
4ppcys_m	CoA catabolism
4pyrdx_c	Vitamin B6 metabolism
4pyrdx_c	Transport, extracellular
4pyrdx_e	Exchange/demand reaction
4pyrdx_e	Transport, extracellular
56dthm_c	Pyrimidine catabolism
56dthm_c	Transport, mitochondrial
56dthm_c	Pyrimidine catabolism
56dthm_c	Pyrimidine catabolism
56dthm_m	Pyrimidine catabolism
56dthm_m	Transport, mitochondrial
56dura_c	Pyrimidine catabolism
56dura_c	Pyrimidine catabolism
56dura_c	Pyrimidine catabolism
5HPET_c	Transport, endoplasmic reticular
5HPET_c	Eicosanoid metabolism
5HPET_c	Exchange/demand reaction
5HPET_c	Eicosanoid metabolism
5HPET_r	Transport, endoplasmic reticular
5HPET_r	Exchange/demand reaction
5adtststerone_c	Transport, endoplasmic reticular
5adtststerone_c	Androgen and estrogen synthesis and metabolism
5adtststerone_c	Transport, extracellular
5adtststerone_c	Steroid metabolism
5adtststerone_e	Transport, extracellular
5adtststerone_e	Exchange/demand reaction
5adtststerone_r	Transport, endoplasmic reticular
5adtststerone_r	Steroid metabolism
5adtststerone_r	Steroid metabolism
5adtststeroneglc_c	Transport, endoplasmic reticular
5adtststeroneglc_c	Transport, extracellular
5adtststeroneglc_e	Exchange/demand reaction
5adtststeroneglc_e	Transport, extracellular
5adtststeroneglc_r	Transport, endoplasmic reticular
5adtststeroneglc_r	Steroid metabolism
5adtststerones_c	Androgen and estrogen synthesis and metabolism
5adtststerones_c	Steroid metabolism
5aop_c	Heme synthesis
5aop_c	Heme synthesis
5aop_m	Heme synthesis
5aop_m	
5aop_m	Glycine, serine, alanine and threonine metabolism
5dhf_c	Folate metabolism
5dhf_c	Folate metabolism
5dhf_c	Transport, lysosomal
5dhf_l	Folate metabolism
5dhf_l	Folate metabolism
5dhf_l	Transport, lysosomal
5dhf_m	Folate metabolism
5dhf_m	Folate metabolism
5dpmev_c	Squalene and cholesterol synthesis
5dpmev_c	Squalene and cholesterol synthesis
5dpmev_x	Cholesterol metabolism
5dpmev_x	Cholesterol metabolism
5forthf_c	Histidine metabolism
5forthf_c	Folate metabolism
5fthf_c	Folate metabolism
5fthf_c	Transport, extracellular
5fthf_e	Transport, extracellular
5fthf_e	Exchange/demand reaction
5fthf_m	Folate metabolism
5fthf_m	Folate metabolism
5homeprazole_c	Transport, extracellular
5homeprazole_c	Cytochrome metabolism
5homeprazole_e	Transport, extracellular
5homeprazole_e	Exchange/demand reaction
5hoxindact_c	Tryptophan metabolism
5hoxindact_c	Tryptophan metabolism
5hoxindoa_c	Tryptophan metabolism
5hoxindoa_c	Tryptophan metabolism
5htrp_c	Tryptophan metabolism
5htrp_c	Transport, extracellular
5htrp_c	Tetrahydrobiopterin metabolism
5htrp_c	Tryptophan metabolism
5htrp_e	Exchange/demand reaction
5htrp_e	Transport, extracellular
5mdr1p_c	Arginine and Proline Metabolism
5mdr1p_c	Arginine and Proline Metabolism
5mdru1p_c	Arginine and Proline Metabolism
5mdru1p_c	Arginine and Proline Metabolism
5mta_c	Arginine and Proline Metabolism
5mta_c	Urea cycle
5mta_c	Transport, extracellular
5mta_c	Urea cycle
5mta_e	Exchange/demand reaction
5mta_e	Transport, extracellular
5mthf_c	Transport, extracellular
5mthf_c	Folate metabolism
5mthf_c	Tetrahydrobiopterin metabolism
5mthf_c	Methionine and cysteine metabolism
5mthf_c	Folate metabolism
5mthf_c	Transport, extracellular
5mthf_c	Transport, extracellular
5mthf_e	Transport, extracellular
5mthf_e	Transport, extracellular
5mthf_e	Transport, extracellular
5mthf_e	Exchange/demand reaction
5oxpro_c	Transport, extracellular
5oxpro_c	Glutathione metabolism
5oxpro_c	Glutathione metabolism
5oxpro_c	Glutathione metabolism
5oxpro_e	Transport, extracellular
5oxpro_e	Exchange/demand reaction
5pmev_c	Squalene and cholesterol synthesis
5pmev_c	Squalene and cholesterol synthesis
5pmev_x	Cholesterol metabolism
5pmev_x	Cholesterol metabolism
5tedtricoa_m	Fatty acid oxidation
5tedtricoa_m	Fatty acid oxidation
5tedtricoa_m	Fatty acid oxidation
5tedtricoa_x	Fatty acid oxidation
5tedtricoa_x	Fatty acid oxidation
5thf_c	Folate metabolism
5thf_c	Transport, mitochondrial
5thf_c	Transport, lysosomal
5thf_c	Folate metabolism
5thf_l	Folate metabolism
5thf_l	Transport, lysosomal
5thf_l	Folate metabolism
5thf_m	Folate metabolism
5thf_m	Folate metabolism
5thf_m	Transport, mitochondrial
6a2ohxnt_x	Lysine metabolism
6a2ohxnt_x	Lysine metabolism
6dhf_c	Folate metabolism
6dhf_c	Transport, mitochondrial
6dhf_c	Folate metabolism
6dhf_c	Transport, lysosomal
6dhf_l	Folate metabolism
6dhf_l	Folate metabolism
6dhf_l	Transport, lysosomal
6dhf_m	Folate metabolism
6dhf_m	Folate metabolism
6dhf_m	Transport, mitochondrial
6htststerone_c	Transport, extracellular
6htststerone_c	Transport, endoplasmic reticular
6htststerone_e	Transport, extracellular
6htststerone_e	Exchange/demand reaction
6htststerone_r	Steroid metabolism
6htststerone_r	Transport, endoplasmic reticular
6pgc_c	Pentose phosphate pathway
6pgc_c	Pentose phosphate pathway
6pgc_r	Pentose phosphate pathway
6pgc_r	Pentose phosphate pathway
6pgl_c	Pentose phosphate pathway
6pgl_c	Pentose phosphate pathway
6pgl_r	Pentose phosphate pathway
6pgl_r	Pentose phosphate pathway
6pgl_r	Pentose phosphate pathway
6thf_c	Transport, lysosomal
6thf_c	Folate metabolism
6thf_c	Folate metabolism
6thf_c	Transport, mitochondrial
6thf_l	Transport, lysosomal
6thf_l	Folate metabolism
6thf_l	Folate metabolism
6thf_m	Folate metabolism
6thf_m	Folate metabolism
6thf_m	Transport, mitochondrial
7dhchsterol_c	Vitamin D metabolism
7dhchsterol_c	Transport, endoplasmic reticular
7dhchsterol_r	Cholesterol metabolism
7dhchsterol_r	Cholesterol metabolism
7dhchsterol_r	Transport, endoplasmic reticular
7dhf_c	Folate metabolism
7dhf_c	Transport, mitochondrial
7dhf_c	Transport, lysosomal
7dhf_l	Folate metabolism
7dhf_l	Transport, lysosomal
7dhf_m	Transport, mitochondrial
7dhf_m	Folate metabolism
7thf_c	Transport, mitochondrial
7thf_c	Transport, lysosomal
7thf_c	Folate metabolism
7thf_l	Folate metabolism
7thf_l	Transport, lysosomal
7thf_m	Folate metabolism
7thf_m	Transport, mitochondrial
9_cis_retfa_c	Vitamin A metabolism
9_cis_retfa_c	Vitamin A metabolism
9_cis_retfa_c	Transport, extracellular
9_cis_retfa_e	Vitamin A metabolism
9_cis_retfa_e	Exchange/demand reaction
9_cis_retfa_e	Transport, extracellular
ACP_c	Fatty acid synthesis
ACP_c	Fatty acid oxidation
ACP_c	Fatty acid synthesis
ACP_c	Fatty acid synthesis
ACP_c	Fatty acid oxidation
ACP_c	Fatty acid oxidation
ACP_c	Fatty acid oxidation
ACP_c	Fatty acid synthesis
ACP_c	Fatty acid oxidation
ACP_c	Fatty acid synthesis
ACP_c	Fatty acid oxidation
ACP_c	Fatty acid synthesis
Asn_X_Ser_Thr_l	Transport, endoplasmic reticular
Asn_X_Ser_Thr_l	Exchange/demand reaction
Asn_X_Ser_Thr_l	Keratan sulfate degradation
Asn_X_Ser_Thr_l	N-glycan degradation
Asn_X_Ser_Thr_l	N-glycan degradation
Asn_X_Ser_Thr_r	Transport, endoplasmic reticular
Asn_X_Ser_Thr_r	N-glycan synthesis
C02470_c	Transport, extracellular
C02470_c	Tryptophan metabolism
C02470_c	Tryptophan metabolism
C02470_e	Transport, extracellular
C02470_e	Exchange/demand reaction
C02528_c	Bile acid synthesis
C02528_c	Transport, extracellular
C02528_c	Transport, extracellular
C02528_c	Transport, extracellular
C02528_c	Transport, extracellular
C02528_c	Transport, endoplasmic reticular
C02528_c	Bile acid synthesis
C02528_c	Transport, extracellular
C02528_e	Exchange/demand reaction
C02528_e	Transport, extracellular
C02528_e	Transport, extracellular
C02528_e	Transport, extracellular
C02528_e	Transport, extracellular
C02528_e	Transport, extracellular
C02528_r	Transport, endoplasmic reticular
C02528_r	Bile acid synthesis
C04849_e	Arachidonic acid metabolism
C04849_e	Exchange/demand reaction
tddedi2coa_x	Fatty acid oxidation
tddedi2coa_x	Fatty acid oxidation
C05280_m	Fatty acid oxidation
C05280_m	Fatty acid oxidation
C05280_x	Fatty acid oxidation
C05280_x	Fatty acid oxidation
C05957_r	Eicosanoid metabolism
C05957_r	Eicosanoid metabolism
12HPET_e	Arachidonic acid metabolism
12HPET_e	Exchange/demand reaction
CE0074_e	Exchange/demand reaction
CE0074_e	Purine catabolism
CE0233_c	Bile acid synthesis
CE0233_c	Bile acid synthesis
CE0693_m	Fatty acid oxidation
CE0693_m	Fatty acid oxidation
CE0693_x	Fatty acid oxidation
CE0693_x	Fatty acid oxidation
CE0713_m	Fatty acid oxidation
CE0713_m	Fatty acid oxidation
CE0713_x	Fatty acid oxidation
CE0713_x	Fatty acid oxidation
CE0785_m	Fatty acid oxidation
CE0785_m	Fatty acid oxidation
CE0785_m	Fatty acid oxidation
CE0785_x	Fatty acid oxidation
CE0785_x	Fatty acid oxidation
CE0849_m	Fatty acid oxidation
CE0849_m	Fatty acid oxidation
CE0849_x	Fatty acid oxidation
CE0849_x	Fatty acid oxidation
CE1617_r	Vitamin A metabolism
CE1617_r	Vitamin A metabolism
CE1925_c	Miscellaneous
CE1925_c	Miscellaneous
CE1926_c	Miscellaneous
CE1926_c	Miscellaneous
CE1940_e	Exchange/demand reaction
CE1940_e	Urea cycle
CE1944_c	Urea cycle
CE1944_c	Urea cycle
CE1950_e	Exchange/demand reaction
CE1950_e	Miscellaneous
CE2011_e	Exchange/demand reaction
CE2011_e	Miscellaneous
CE2053_r	Eicosanoid metabolism
CE2053_r	Eicosanoid metabolism
CE2053_r	Eicosanoid metabolism
CE2056_r	Eicosanoid metabolism
CE2056_r	Eicosanoid metabolism
CE2056_r	Eicosanoid metabolism
CE2088_c	Histidine metabolism
CE2088_c	Histidine metabolism
CE2089_c	Histidine metabolism
CE2089_c	Histidine metabolism
CE2243_c	Fatty acid synthesis
CE2243_c	Fatty acid synthesis
CE2247_c	Fatty acid synthesis
CE2247_c	Fatty acid synthesis
CE2250_e	Fatty acid synthesis
CE2250_e	Exchange/demand reaction
CE2251_c	Fatty acid synthesis
CE2251_c	Fatty acid synthesis
CE2416_x	Fatty acid oxidation
CE2416_x	Fatty acid oxidation
CE2417_m	Fatty acid oxidation
CE2417_m	Fatty acid oxidation
CE2417_x	Fatty acid oxidation
CE2417_x	Fatty acid oxidation
CE2418_m	Fatty acid oxidation
CE2418_m	Fatty acid oxidation
CE2418_x	Fatty acid oxidation
CE2418_x	Fatty acid oxidation
CE2420_m	Fatty acid oxidation
CE2420_m	Fatty acid oxidation
CE2420_x	Fatty acid oxidation
CE2420_x	Fatty acid oxidation
CE2421_m	Fatty acid oxidation
CE2421_m	Fatty acid oxidation
CE2421_x	Fatty acid oxidation
CE2421_x	Fatty acid oxidation
CE2422_m	Fatty acid oxidation
CE2422_m	Fatty acid oxidation
CE2422_x	Fatty acid oxidation
CE2422_x	Fatty acid oxidation
CE2424_m	Fatty acid oxidation
CE2424_m	Fatty acid oxidation
CE2424_x	Fatty acid oxidation
CE2424_x	Fatty acid oxidation
CE2432_m	Fatty acid oxidation
CE2432_m	Fatty acid oxidation
CE2432_m	Fatty acid oxidation
CE2432_m	Fatty acid oxidation
CE2432_x	Fatty acid oxidation
CE2432_x	Fatty acid oxidation
CE2433_m	Fatty acid oxidation
CE2433_m	Fatty acid oxidation
CE2433_x	Fatty acid oxidation
CE2433_x	Fatty acid oxidation
CE2433_x	Fatty acid oxidation
CE2434_m	Fatty acid oxidation
CE2434_m	Fatty acid oxidation
CE2434_x	Fatty acid oxidation
CE2434_x	Fatty acid oxidation
CE2437_x	Fatty acid oxidation
CE2437_x	Fatty acid oxidation
CE2438_x	Fatty acid oxidation
CE2438_x	Fatty acid oxidation
CE2439_x	Fatty acid oxidation
CE2439_x	Fatty acid oxidation
CE2440_x	Fatty acid oxidation
CE2440_x	Fatty acid oxidation
CE2441_x	Fatty acid oxidation
CE2441_x	Fatty acid oxidation
CE2442_x	Fatty acid oxidation
CE2442_x	Fatty acid oxidation
dlnlcg_r	Transport, lysosomal
dlnlcg_r	Transport, endoplasmic reticular
CE2705_c	Tetrahydrobiopterin metabolism
CE2705_c	Tetrahydrobiopterin metabolism
CE2705_n	Tetrahydrobiopterin metabolism
CE2705_n	Tetrahydrobiopterin metabolism
CE2838_e	Exchange/demand reaction
CE2838_e	Starch and sucrose metabolism
CE2839_e	Starch and sucrose metabolism
CE2839_e	Exchange/demand reaction
CE2866_c	Tyrosine metabolism
CE2866_c	Tyrosine metabolism
CE2870_c	Tyrosine metabolism
CE2870_c	Tyrosine metabolism
CE3554_r	Eicosanoid metabolism
CE3554_r	Eicosanoid metabolism
CE4633_e	Exchange/demand reaction
CE4633_e	Miscellaneous
CE4633_e	Miscellaneous
CE4790_m	Fatty acid oxidation
CE4790_m	Fatty acid oxidation
CE4791_x	Fatty acid oxidation
CE4791_x	Fatty acid oxidation
CE4792_m	Fatty acid oxidation
CE4792_m	Fatty acid oxidation
CE4793_x	Fatty acid oxidation
CE4793_x	Fatty acid oxidation
CE4794_m	Fatty acid oxidation
CE4794_m	Fatty acid oxidation
CE4795_x	Fatty acid oxidation
CE4795_x	Fatty acid oxidation
CE4810_c	Fatty acid oxidation
CE4810_c	Fatty acid oxidation
CE4811_c	Fatty acid oxidation
CE4811_c	Fatty acid oxidation
CE4812_c	Fatty acid oxidation
CE4812_c	Fatty acid oxidation
CE4817_c	Fatty acid oxidation
CE4817_c	Fatty acid oxidation
CE4819_c	Fatty acid oxidation
CE4819_c	Fatty acid oxidation
CE4821_c	Fatty acid oxidation
CE4821_c	Fatty acid oxidation
CE4825_x	Fatty acid oxidation
CE4825_x	Fatty acid oxidation
CE4826_x	Fatty acid oxidation
CE4826_x	Fatty acid oxidation
CE4828_x	Fatty acid oxidation
CE4828_x	Fatty acid oxidation
CE4874_c	Bile acid synthesis
CE4874_c	Bile acid synthesis
CE4876_r	Eicosanoid metabolism
CE4876_r	Eicosanoid metabolism
CE4881_e	Exchange/demand reaction
CE4881_e	Miscellaneous
pail5p_hs_m	Phosphatidylinositol phosphate metabolism
pail5p_hs_m	Phosphatidylinositol phosphate metabolism
CE5114_x	Fatty acid oxidation
CE5114_x	Fatty acid oxidation
CE5116_x	Fatty acid oxidation
CE5116_x	Fatty acid oxidation
CE5117_m	Fatty acid oxidation
CE5117_m	Fatty acid oxidation
CE5118_m	Fatty acid oxidation
CE5118_m	Fatty acid oxidation
CE5119_m	Fatty acid oxidation
CE5119_m	Fatty acid oxidation
CE5120_m	Fatty acid oxidation
CE5120_m	Fatty acid oxidation
CE5125_x	Fatty acid oxidation
CE5125_x	Fatty acid oxidation
CE5126_x	Fatty acid oxidation
CE5126_x	Fatty acid oxidation
CE5144_c	Fatty acid synthesis
CE5144_c	Fatty acid synthesis
CE5148_c	Fatty acid synthesis
CE5148_c	Fatty acid synthesis
CE5150_c	Fatty acid synthesis
CE5150_c	Fatty acid synthesis
CE5151_c	Fatty acid synthesis
CE5151_c	Fatty acid synthesis
CE5152_c	Fatty acid synthesis
CE5152_c	Fatty acid synthesis
CE5153_c	Fatty acid synthesis
CE5153_c	Fatty acid synthesis
CE5154_c	Fatty acid synthesis
CE5154_c	Fatty acid synthesis
CE5155_c	Fatty acid synthesis
CE5155_c	Fatty acid synthesis
CE5156_c	Fatty acid synthesis
CE5156_c	Fatty acid synthesis
CE5157_c	Fatty acid synthesis
CE5157_c	Fatty acid synthesis
CE5158_c	Fatty acid synthesis
CE5158_c	Fatty acid synthesis
CE5160_c	Fatty acid synthesis
CE5160_c	Fatty acid synthesis
CE5160_r	Fatty acid synthesis
CE5160_r	Fatty acid synthesis
CE5161_c	Fatty acid synthesis
CE5161_c	Fatty acid synthesis
CE5161_r	Fatty acid synthesis
CE5161_r	Fatty acid synthesis
CE5162_c	Fatty acid synthesis
CE5162_c	Fatty acid synthesis
CE5162_r	Fatty acid synthesis
CE5162_r	Fatty acid synthesis
CE5166_x	Fatty acid oxidation
CE5166_x	Fatty acid oxidation
CE5168_x	Fatty acid oxidation
CE5168_x	Fatty acid oxidation
CE5236_c	Tetrahydrobiopterin metabolism
CE5236_c	Tetrahydrobiopterin metabolism
CE5236_n	Tetrahydrobiopterin metabolism
CE5236_n	Tetrahydrobiopterin metabolism
CE5586_c	Urea cycle
CE5586_c	Urea cycle
CE5797_e	Miscellaneous
CE5797_e	Exchange/demand reaction
CE5798_e	Exchange/demand reaction
CE5798_e	Miscellaneous
CE5853_c	Miscellaneous
CE5853_c	Miscellaneous
CE5854_c	Miscellaneous
CE5854_c	Miscellaneous
HC00229_e	Exchange/demand reaction
HC00229_e	
HC00250_c	Transport, extracellular
HC00250_c	Cysteine Metabolism
HC00250_c	
HC00250_c	Methionine and cysteine metabolism
HC00250_e	Transport, extracellular
HC00250_e	Exchange/demand reaction
HC00319_c	Transport, mitochondrial
HC00319_c	Transport, mitochondrial
HC00319_c	Transport, mitochondrial
HC00319_m	Transport, mitochondrial
HC00319_m	Transport, mitochondrial
HC00319_m	Transport, mitochondrial
HC00342_c	Transport, mitochondrial
HC00342_c	Transport, mitochondrial
HC00342_c	Transport, mitochondrial
HC00342_c	Transport, mitochondrial
HC00342_c	Transport, mitochondrial
HC00342_c	Transport, mitochondrial
HC00342_c	Transport, mitochondrial
HC00342_c	Transport, mitochondrial
HC00342_c	Transport, mitochondrial
HC00342_c	Transport, mitochondrial
HC00342_c	Transport, extracellular
HC00342_c	Transport, mitochondrial
HC00342_e	Transport, extracellular
HC00342_e	Exchange/demand reaction
HC00342_m	Transport, mitochondrial
HC00342_m	Transport, mitochondrial
HC00342_m	Transport, mitochondrial
HC00342_m	Transport, mitochondrial
HC00342_m	Transport, mitochondrial
HC00342_m	Transport, mitochondrial
HC00342_m	
HC00342_m	Transport, mitochondrial
HC00342_m	Transport, mitochondrial
HC00342_m	Transport, mitochondrial
HC00342_m	Transport, mitochondrial
HC00342_m	
HC00342_m	Transport, mitochondrial
HC00361_c	
HC00361_c	
HC00361_c	
HC00460_c	
HC00460_c	
HC00576_c	
HC00576_c	
HC00591_c	Urea cycle
HC00591_c	Urea cycle
HC00591_c	Arginine and Proline Metabolism
HC00591_m	Urea cycle
HC00591_m	Urea cycle
HC00617_c	
HC00617_c	
HC00619_c	
HC00619_c	
HC00664_c	
HC00664_c	
HC00682_m	
HC00682_m	
HC00695_m	
HC00695_m	
HC00695_m	
HC00718_c	Sphingolipid metabolism
HC00718_c	Glycerophospholipid metabolism
HC00822_e	Exchange/demand reaction
HC00822_e	Aminosugar metabolism
HC00822_e	Aminosugar metabolism
HC00822_l	Aminosugar metabolism
HC00822_l	Aminosugar metabolism
HC00900_c	
HC00900_c	
HC00900_m	Valine, leucine, and isoleucine metabolism
HC00900_m	Valine, leucine, and isoleucine metabolism
HC00955_e	
HC00955_e	Exchange/demand reaction
HC00955_e	
c8crn_m	Fatty acid oxidation
c8crn_m	Transport, mitochondrial
c8crn_x	Fatty acid oxidation
c8crn_x	Transport, peroxisomal
HC01104_e	Exchange/demand reaction
HC01104_e	
HC01115_c	
HC01115_c	
HC01118_r	Cholesterol metabolism
HC01118_r	Cholesterol metabolism
HC01162_c	
HC01162_c	
HC01162_c	
HC01180_c	
HC01180_c	
HC01223_m	
HC01223_m	Valine, leucine, and isoleucine metabolism
HC01231_c	CoA synthesis
HC01231_c	CoA catabolism
HC01231_c	Transport, endoplasmic reticular
HC01231_m	Transport, endoplasmic reticular
HC01231_m	CoA catabolism
HC01255_c	Fatty acid synthesis
HC01255_c	Fatty acid synthesis
HC01321_c	Fatty acid synthesis
HC01321_c	Fatty acid synthesis
HC01322_c	Fatty acid synthesis
HC01322_c	Fatty acid synthesis
HC01323_c	Fatty acid synthesis
HC01323_c	Fatty acid synthesis
HC01326_c	Fatty acid synthesis
HC01326_c	Fatty acid synthesis
HC01361_e	Exchange/demand reaction
HC01361_e	
HC01376_m	
HC01376_m	
HC01377_m	
HC01377_m	
3hexdcoa_x	Fatty acid oxidation
3hexdcoa_x	Fatty acid oxidation
3htdcoa_x	Fatty acid oxidation
3htdcoa_x	Fatty acid oxidation
3hddcoa_x	Fatty acid oxidation
3hddcoa_x	Fatty acid oxidation
3hdcoa_x	Fatty acid oxidation
3hdcoa_x	Fatty acid oxidation
HC01405_m	Fatty acid oxidation
HC01405_m	Fatty acid oxidation
HC01406_m	Fatty acid oxidation
HC01406_m	Fatty acid oxidation
HC01407_m	Fatty acid oxidation
HC01407_m	Fatty acid oxidation
HC01408_m	Fatty acid oxidation
HC01408_m	Fatty acid oxidation
tetdece1coa_m	Fatty acid oxidation
tetdece1coa_m	Fatty acid oxidation
tetdece1coa_m	Fatty acid oxidation
tetdece1coa_x	Fatty acid oxidation
tetdece1coa_x	Fatty acid oxidation
c81coa_m	Fatty acid oxidation
c81coa_m	Fatty acid oxidation
c81coa_m	Fatty acid oxidation
HC01434_c	
HC01434_c	
HC01434_m	
HC01434_m	
HC01434_m	
HC01434_x	
HC01434_x	
HC01435_m	
HC01435_m	
HC01440_e	Exchange/demand reaction
HC01440_e	
HC01441_e	Exchange/demand reaction
HC01441_e	
HC01444_e	Exchange/demand reaction
HC01444_e	
HC01446_e	Exchange/demand reaction
HC01446_e	
HC01459_x	Bile acid synthesis
HC01459_x	Bile acid synthesis
HC01496_m	
HC01496_m	
HC01501_c	Cysteine Metabolism
HC01501_c	
HC01522_c	
HC01522_c	
HC01577_e	Exchange/demand reaction
HC01577_e	
HC01587_c	Fatty acid synthesis
HC01587_c	Fatty acid synthesis
HC01588_c	Fatty acid synthesis
HC01588_c	Fatty acid synthesis
HC01589_c	Fatty acid synthesis
HC01589_c	Fatty acid synthesis
HC01590_c	Fatty acid synthesis
HC01590_c	Fatty acid synthesis
HC01591_c	Fatty acid synthesis
HC01591_c	Fatty acid synthesis
HC01592_c	Fatty acid synthesis
HC01592_c	Fatty acid synthesis
HC01593_c	Fatty acid synthesis
HC01593_c	Fatty acid synthesis
HC01594_c	Fatty acid synthesis
HC01594_c	Fatty acid synthesis
HC01595_c	Fatty acid synthesis
HC01595_c	Fatty acid synthesis
HC01596_c	Fatty acid synthesis
HC01596_c	Fatty acid synthesis
HC01597_c	Fatty acid synthesis
HC01597_c	Fatty acid synthesis
HC01598_c	Fatty acid synthesis
HC01598_c	Fatty acid synthesis
HC01599_c	Fatty acid synthesis
HC01599_c	Fatty acid synthesis
HC01600_c	Fatty acid synthesis
HC01600_c	Fatty acid synthesis
HC01601_c	Fatty acid synthesis
HC01601_c	Fatty acid synthesis
HC01605_c	Fatty acid synthesis
HC01605_c	Fatty acid synthesis
HC01609_e	
HC01609_e	Exchange/demand reaction
HC01610_e	
HC01610_e	Exchange/demand reaction
HC01651_c	Tetrahydrobiopterin metabolism
HC01651_c	
HC01651_n	Tetrahydrobiopterin metabolism
HC01651_n	Tetrahydrobiopterin metabolism
HC01652_c	Tetrahydrobiopterin metabolism
HC01652_c	
HC01652_n	Tetrahydrobiopterin metabolism
HC01652_n	Tetrahydrobiopterin metabolism
HC01668_c	
HC01668_c	
HC01668_m	
HC01668_m	
HC01672_c	
HC01672_c	
HC01700_e	Exchange/demand reaction
HC01700_e	
HC01710_c	Tetrahydrobiopterin metabolism
HC01710_c	Tetrahydrobiopterin metabolism
HC01710_n	Tetrahydrobiopterin metabolism
HC01710_n	Tetrahydrobiopterin metabolism
HC01712_m	
HC01712_m	
HC01787_c	Transport, extracellular
HC01787_c	Transport, extracellular
